ID,rating
524288,4
1,5
524290,4
524291,4
524292,4
87382,4
524295,5
8,5
401536,4
11,4
13,4
15,4
524305,5
18,4
19,4
21,4
25,4
111731,4
524319,4
32,4
34,4
873819,4
524324,4
37,4
524329,4
524330,4
44,5
524333,4
524335,4
768157,4
524338,4
52,5
53,4
524342,3
55,4
52376,4
59,4
61,4
64,5
75,3
524365,4
524366,4
79,5
699064,4
524370,4
524372,5
524375,4
524377,5
524380,5
94,5
524383,5
524388,4
524390,4
103,5
366623,4
436924,5
524395,4
524396,4
112,4
524402,5
524403,5
524404,4
524405,5
524406,5
453914,4
123,4
524412,4
126,4
128,5
524419,5
524424,4
137,4
140,5
141,4
524430,5
524432,3
524434,4
147,4
152,5
524443,4
524447,4
349552,4
163,4
524453,4
167,5
168,4
524459,5
524461,4
524463,4
176,4
524465,4
524466,4
611699,5
160669,4
181,4
524472,5
524473,4
186,5
524484,4
197,5
198,4
210194,4
524489,5
740219,5
349559,4
524493,5
961229,5
212,5
524501,4
786468,4
524506,5
436943,5
524508,5
524509,5
524510,4
223,4
224,4
227,5
524516,5
455164,4
524518,0
231,4
233,4
235,5
174802,4
239,5
524529,5
174804,5
251,5
524541,4
257,4
260,4
262,4
873857,4
524553,0
524556,4
524557,5
524560,5
273,4
275,4
277,4
279,4
280,5
524569,4
283,5
288,5
524577,4
524579,4
873862,5
524585,4
298,4
524587,5
301,5
524590,5
303,5
524592,5
306,4
307,4
524597,4
524599,4
313,5
314,4
315,4
316,3
317,4
318,4
524341,4
524608,5
524610,4
54,4
326,3
524616,5
524617,5
524618,4
333,5
334,4
338,4
524628,5
344,4
961253,3
355,4
356,4
524647,5
524651,5
365,4
524349,5
370,4
524660,5
524665,4
378,4
524667,5
524669,4
524670,5
524671,5
392,4
394,4
397,5
399,5
401,4
524691,5
524692,5
524694,5
411,5
524701,4
414,4
415,4
420,4
421,4
524711,4
424,4
425,4
427,5
432,4
434,4
436979,5
524724,3
349598,4
438,5
442,4
87455,4
524733,4
446,4
524737,5
452,4
453,4
524743,4
457,4
458,4
524749,4
462,4
77,4
524753,4
466,4
468,5
524759,5
473,4
524762,4
478,4
524767,4
524771,5
484,3
485,3
487,4
82,4
494,4
495,3
499,5
500,5
524789,4
524790,4
524791,4
524794,4
524795,4
524798,4
512,4
519,3
524808,5
524810,4
524811,4
525,4
524814,4
527,5
524816,4
786520,4
524818,5
524822,5
524825,3
524827,4
974158,5
524834,4
547,4
699142,4
550,5
553,4
555,4
556,5
87474,3
558,4
524847,3
524849,4
524850,4
524854,4
174857,4
570,5
699146,5
366621,4
582,5
262241,4
585,5
586,5
587,4
588,4
524878,5
591,4
592,4
524884,4
597,5
598,4
524888,4
524890,4
226975,3
607,5
524897,5
524905,5
524910,4
524911,4
625,4
524914,4
174867,4
628,4
629,4
630,4
524919,4
524920,5
699156,5
634,4
635,4
262250,4
961301,4
262251,4
524932,5
645,4
524935,4
653,5
524943,5
524945,5
658,5
662,4
663,4
349636,4
524955,4
668,5
524959,3
672,5
524962,4
675,4
524965,4
679,5
524968,4
681,4
524970,4
114,5
279352,4
688,4
524977,5
524980,4
524983,3
697,4
524986,5
524989,4
524991,5
465081,5
118,5
524998,4
711,4
715,4
525004,4
699170,4
720,4
722,4
174883,4
726,5
731,5
732,4
122,4
736,4
738,5
739,5
525028,4
314270,5
743,4
744,4
174887,5
748,5
525037,4
750,4
525040,4
754,5
525043,4
525044,4
757,4
525053,4
766,4
768,4
87510,4
780,4
781,4
782,4
784,3
786,4
961326,3
790,4
525083,4
525084,4
797,5
525087,4
525089,4
525093,4
525097,4
907847,4
813,5
873949,5
818,5
525107,4
821,4
525110,4
604051,3
525119,3
525120,4
525121,3
837,4
840,4
841,3
843,4
844,4
525133,4
525136,4
525137,3
851,4
525142,4
525143,4
858,4
859,5
860,5
525152,4
867,5
525156,4
869,4
525158,3
876,4
878,4
525167,5
525169,4
525170,4
525171,5
884,5
885,4
886,4
887,4
525177,4
891,4
892,3
894,4
895,4
898,4
525188,4
525190,4
525192,4
349676,3
525196,5
910,4
525199,4
525200,5
914,5
917,4
525206,3
525209,3
525210,5
525212,4
525213,4
525214,4
934,4
935,4
938,5
699207,4
525228,5
525229,4
942,4
525232,3
87539,4
949,4
525241,5
159,3
956,4
958,5
961,4
437067,5
964,3
965,5
966,4
525255,3
525257,4
525258,3
525259,4
975,4
525266,5
979,4
525269,2
983,5
525272,4
525277,4
990,4
786597,4
525283,5
525288,5
525289,4
1003,5
525293,4
525294,4
524456,4
1010,4
525301,4
525303,5
1018,4
349695,4
1023,4
645983,5
525318,5
1031,4
525321,4
525324,5
1037,5
1038,4
1040,4
611843,3
525332,4
1046,4
1053,4
525343,4
1057,4
174939,4
192074,5
525350,3
525352,4
525353,3
1067,5
525356,4
525357,4
525358,4
1072,4
298573,4
525364,5
525366,5
525367,4
525368,5
786612,4
1085,5
525374,4
1087,5
525377,5
1092,5
1095,4
525385,4
1098,5
1099,4
525388,5
525390,4
262328,3
1106,4
525395,5
1110,3
525399,4
525402,5
525403,5
1120,5
611856,4
1125,5
1126,5
525416,3
1134,4
262333,4
1136,5
174952,4
1138,4
611859,4
1140,4
525431,5
525432,5
1145,5
525434,4
525448,4
174956,4
874007,4
1164,4
525455,4
1170,4
525460,4
1173,5
196,5
525466,3
1180,3
1183,4
525472,4
1185,3
1186,4
525477,4
525481,4
525482,4
1195,4
715821,3
1198,4
1203,4
1206,4
525496,4
1211,4
1213,4
1214,4
525503,4
1217,4
525506,4
525507,4
961398,4
525511,2
525514,4
525515,4
611874,3
205,4
525524,5
262350,4
1239,4
1240,4
1241,4
525530,4
1244,3
1245,4
1246,4
525536,4
1249,4
1251,4
525540,4
525541,3
525542,5
1255,4
525546,4
87591,4
525548,4
1261,3
525550,4
525551,4
663449,3
525553,4
1267,5
525558,4
474865,5
1272,5
262356,4
525562,4
1276,3
525565,4
525566,4
525567,4
1280,5
1281,4
525572,4
525573,5
525574,4
525577,3
525579,4
525581,4
525586,4
525589,4
1303,4
1306,4
1308,4
1313,4
525602,3
961414,3
525607,3
1322,4
1323,4
525614,5
1327,3
525617,4
525619,4
222,5
1341,5
525630,4
1343,3
1344,5
1345,5
525636,4
87606,4
525639,4
1353,5
525647,4
1360,5
525651,3
525653,4
1367,3
1368,4
1370,4
525662,4
1375,5
525664,4
525667,4
1382,5
1383,4
611900,4
1389,4
1395,4
525684,4
1397,5
525687,3
525688,4
1402,4
611903,4
1407,4
1408,4
525697,4
525700,4
1414,4
1417,4
174999,4
1420,4
1421,4
1422,5
525716,4
1429,4
525718,4
1431,4
525723,4
1436,4
1443,4
1446,4
1447,4
1449,4
874055,4
525741,4
525742,4
525743,5
525747,4
122255,4
525750,5
525751,3
525756,4
471417,4
1473,5
525763,4
525764,3
525768,5
1481,4
1482,4
1484,5
1485,5
1486,4
1488,4
1489,5
525778,4
1492,5
525782,5
525783,4
1497,4
525786,5
261921,4
1505,4
1506,4
1508,4
525797,5
192089,4
1512,4
525801,5
1515,4
1517,4
1519,5
1521,4
525814,5
1527,4
525816,4
525817,3
1535,4
525824,4
1537,4
1539,4
525830,5
524545,4
525832,4
525833,4
525835,5
525836,4
1553,4
525849,5
525854,5
1568,4
1569,4
1570,3
525861,5
1575,4
525866,5
1579,5
715787,4
525869,4
1583,4
525877,4
1590,4
525879,3
1593,4
525882,4
525885,3
1601,4
525890,3
525891,3
525893,4
1609,5
1617,4
1618,4
1625,4
525915,4
1628,4
699322,5
525919,4
1634,5
961467,4
525931,4
1644,4
525933,4
525934,4
525936,4
525937,3
1650,4
1652,3
525941,5
1654,4
349801,3
1657,5
525949,4
525950,4
174636,5
525952,4
1667,4
525957,4
175042,3
1679,4
1681,4
525970,4
525971,4
1684,4
1685,5
525974,5
1688,4
1689,4
525978,3
611951,4
1692,4
146658,4
1694,4
1697,3
525986,4
1699,4
525988,4
699334,4
1702,3
525991,3
1705,3
437191,4
525996,5
525998,4
1711,3
1712,4
1713,4
1714,4
